smiles,staphylococcus_aureus
CO[C@@H]1CCC[C@H](C)OC(=O)Cc2cc(O)cc(O)c2C(=O)C1,0
C[C@@H](O)c1cc2c(o1)C(=O)c1c(O)cccc1C2=O,1
CC[C@@]12CCCN3C(=O)C=C(c4ccccc4N=C(O)CC1)[C@]32O,0
O=C1C2=[NH+][C@H](O)C[C@]34C(=O)C[C@@H](O)C([C@@H]3O)[NH+]3CCc5c[n-]c1c5C3=C24,0
CC(CCCCCCCCC(=O)CCCCCCCCC[C@@H](O)CO)C(=O)C1=C(O)[C@H](Cc2ccc(O)cc2)N=C1O,1
C=C[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0
C/C=C/c1cc(OC)c2c(c1)[C@@H](C)[C@H](c1ccc(O)c(OC)c1)O2,0
C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cc(CC=C(C)C)cc2c1C[C@@H]1N=C(O)[C@H](CO)N=C1O,0
NCCc1c[nH]c2ccc(O)cc12,0
COc1cc2c(cc(OC)c3cc(C)c(O)cc32)oc1=O,0
COc1cc([C@@H]2c3cc(OC)c(O)c(OC)c3C=C(C)[C@H]2C)cc(OC)c1O,0
CCCC1(O)CC(=O)c2c(Cc3cc(=O)cc(O)o3)cccc2O1,1
C=CC(C)(C)c1[nH]c2ccccc2c1C[C@@H]1N=C(O)[C@H](C)N=C1O,0
C/C(=C\C[C@]1(O)C(=O)c2c(O)cc(C)c3c(O)c(C)c(O)c(c23)C1=O)CC/C=C(\C)CC[C@@H]1O[C@H](C(C)(C)O)CC[C@@]12O[C@H]2O,0
COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1OC,0
CO[C@H]1[C@@H]2[C@@H](O)O[C@]3([C@H](OC(C)=O)C/C(C)=C/[C@@H]1OC)[C@H]2CC3(C)C,0
COc1cc([C@@H]2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)c(O)cc1O,1
COc1cc2oc3cc4c(c(O)c3c(=O)c2c(CC=C(C)C)c1OC)C=CC(C)(C)O4,0
C=C(CO)C(=O)O[C@@H]1C2=C(C)C(=O)O[C@@]2(O)C[C@@]23O[C@@H]2CC[C@H](C)[C@@]13C,1
COc1c(O)cc(CCN)c2c1SSSSS2,1
COC(=O)CCC(=O)O[C@H]1[C@]2(C)O[C@@H]2C(O)=C2C(=O)c3c(ccc(-c4ccc5c(c4O)C(=O)C4=C(O)[C@H]6O[C@@]6(C)[C@H](OC(=O)CCC(=O)OC)[C@]4(C)O5)c3O)O[C@]21C,1
C=C(CC[C@@H](C)[C@H]1C[C@H](O)[C@H]2[C@@H]3C[C@@H](O)[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)[C@H](C)CO,0
C/C=C/C=C/C[C@@H]1C[C@@H]2/C=C/C(C)=C/[C@H]3C=C[C@@H](O)[C@@H](O)[C@@H]3/C(C)=C/C=C/[C@H]2C(O)=N1,0
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H](N)C[C@@H]2N)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,1
C=C1[C@]23C(=O)O[C@@H](C)[C@@]24O[C@]2(C(=C)[C@@]5(C=CC(=O)OC5(C)C)CC[C@@]32C)[C@@H](O)[C@]1(C)OC4=O,0
COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C,0
CC(C)=CCc1c2c(c(O)c3c(=O)c4c(oc5cc(O)ccc54)oc13)C=CC(C)(C)O2,0
CCCCCCCCCCCCCCCCCO,0
CC(C)c1c(O)ccc2c1[C@H](O)C[C@H]1C(C)(C)CCC[C@]21C,0
CC1(C)C(=O)C=C[C@@]2(C)[C@H]1CC[C@@]13C[C@@]4(C)C=C5C(=O)OC[C@]51[C@@]1(CO1)[C@@H](C4=O)[C@@H]23,0
Cc1ccnc2c1N=C(O)c1cccnc1N2C1CC1,1
COC(O)=N[C@H]1[C@@H](C)O[C@@H](O[C@H]2C/C=C(\C)[C@@H]3C=C[C@@H]4[C@@H](O[C@H]5C[C@@H](O[C@H]6CC[C@@H](O[C@@H]7C[C@@H](O)[C@@H](O[C@H]8CC[C@@H](O)[C@H](C)O8)[C@H](C)O7)[C@H](C)O6)[C@@H](OC(C)=O)[C@H](C)O5)[C@@H](C)C[C@H](C)[C@H]4[C@]3(C)C(=O)C3=C(O)[C@@]4(CC(C=O)=C[C@H](O)[C@H]4/C=C/2C)OC3=O)C[C@]1(C)[N+](=O)[O-],0
CN[C@H]1CO[C@@H](OC[C@H]2O[C@@H](n3c4c(Cl)cccc4c4c5c(c6c7ccccc7[nH]c6c43)C(O)=NC5=O)[C@H](O)[C@@H](O)[C@@H]2OC)C[C@@H]1O,0
O=C1C(NCCc2ccc(O)cc2)=CC2=NCCc3c[nH]c1c32,0
CC(=O)O[C@H](CC=C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,1
CO[C@@H]1O[C@]2(OCc3c(C)c(O)c(O)c(O)c3C2=O)c2c(O)c(O)c(O)c(C)c21,0
C=C1C(=O)[C@]2(OC)C(=O)O[C@@]34C[C@H](C)C(C(=O)O)=C[C@@H]3CCC[C@@H](C)[C@H](O)[C@@H](C)[C@H]1O[C@H]24,0
CC[C@H](C)[C@@H](O)[C@@H](C)C(=O)O[C@@]1(C)C(=O)C=C2C=C([C@@H]3C(=O)CCC[C@H]3C)OC=C2C1=O,0
CCC(=O)O[C@H]1[C@H](O)[C@H](O)[C@H](O[C@H]2/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC(=O)/C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)c4c(O)cc(O)cc4CC)[C@H](O)[C@@H]3OC)=C/C=C/C[C@H](O)/C(C)=C/[C@@H]2CC)OC1(C)C,1
Cn1cncc1C(=O)C1=NCCc2c1[nH]c1ccccc21,1
CC(=O)OC[C@]12CCCC(C)(C)[C@@H]1CC[C@@]1(C)[C@@H]3C[C@H](OC(C)=O)C4=CO[C@@H](OC(C)=O)[C@@H]4[C@@]3(C)CC[C@@H]12,0
Oc1ccc(C(O)c2nccc3c2[nH]c2ccc(Br)cc23)cc1Br,1
C=C(N=C(O)C(=C)N=C(O)[C@H]1CCCN1C(=O)[C@@H](C)N=C(O)C(=C)N=C(O)c1csc(-c2ccc3c(n2)-c2csc(n2)-c2csc(n2)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)N=C(O)[C@@H]2CSC(=N2)[C@H](Cc2ccccc2)N=C(O)c2csc(n2)[C@H](CC(=N)O)CC(=O)c2nc-3oc2C)n1)C(=N)O,1
CC(C)=CCNC(=N)N,1
Cc1cc(O)cc2c1C=CC(C)O2,0
N=C(N)NCCC[C@H](N)C(=O)O,0
Cc1c2oc3c(C)ccc(C(O)=N[C@@H]4C(O)=N[C@H](C(C)C)C(=O)N5[C@H](C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)[C@@H](O)C[C@@H]5C)c3nc-2c(C(=O)OC[C@H](O)[C@@H]2N=C(O)[C@H](C)N(C)C(=O)CN(C)C(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](C(C)C)N=C2O)c(N)c1=O,0
CC[C@@H](C)[C@@H]1N=C(O)[C@@H](CC(C)C)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(=O)c2ccccc2N)N=C(O)CN=C(O)[C@H](CC(=N)O)N=C1O,0
CCCCCCCCCCCCCCC/C=C/[C@@H](O)C(O)=N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CC/C=C(\C)CCCCCCCC,0
C=CCc1ccc(O)c(OC)c1,1
C=C(C)C(=O)CC[C@@H](COC(C)=O)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H](C(=C)C)[C@@]4(CCC(=O)O)C[C@@]34CC[C@]12C,0
CCCCCCCc1c(O)cc(CC=C(C)C)c(O)c1C=O,0
COc1cc2oc3c(c(=O)c2cc1O)C(=O)C1=C(CCc2cc4c(c(O)c21)C(=O)N1CCO[C@]1(C)C4)C3=O,1
C[C@@H]1O[C@@H](Oc2ccc(-c3coc4cc(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)ccc4c3=O)cc2)[C@H](O)[C@H](O)[C@H]1O,0
N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(O)n1,0
COC(=O)[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3CC[C@@H]12,0
O=C1[C@H](Cc2ccccc2)N=C(O)[C@H](C[C@]2(O)c3ccccc3N3C(=O)C[C@@H](c4ccccc4)N[C@H]32)N1O,0
C=C1CCCC(C)(C)C1CC[C@]1(C)c2c(O)cc3c(c2O[C@@H]1CO)C(=O)C=C(OC)C3=O,1
COc1cc2c(cc(OC)c3cc(C)c(O)cc32)c(C)c1O,1
CO[C@H]1O[C@H]2c3c(cnc(C(=O)CO)c31)C[C@H](O)[C@@H]1C3=C(C(C)C)CC[C@]3(C)CC[C@@]21C,0
COC[C@@H]1N=C(O)[C@@H]2C[C@@H](Cl)CNN2C(=O)[C@H](C(C)(C)C)OC(=O)[C@@H](C2(C)CC2)N=C(O)[C@@H]2C[C@@]3(O)c4ccc(Cl)c(Cl)c4N[C@H]3N2C(=O)[C@@H]([C@@H](O)CC(=O)O)N=C1O,0
CC[C@H](C)CCCCC(O)=N[C@@H](CCN)C(O)=N[C@H](C(O)=N[C@@H](CCN)C(O)=N[C@H]1CCN=C(O)[C@H]([C@@H](C)O)N=C(O)[C@H](CCN)N=C(O)[C@H](CCN)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](Cc2ccccc2)N=C(O)[C@H](CCN)N=C1O)[C@@H](C)O,0
COc1cc(O)c2c(c1)C(=O)c1cc(C)c(O)c(-c3c(OC)cc(O)c4c3C(=O)c3cc(C)c(O)cc3C4=O)c1C2=O,0
Cc1cc(=O)n(C)c2c1C(=O)c1c(C)cc(=O)n(C)c1C2=O,0
O=C([O-])c1ccc[n+](CCO)c1,1
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1
CCc1cc(O)cc(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H](C(C)=O)OC2=O)O[C@@H]1C,0
C=Cc1c(C)c(O)cc2c1CC[C@H](C(=C)C)[C@@]2(C)CCC(=O)O,0
CC(C)=CC[C@H](OC(=O)C(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,1
Oc1cc(O)c2c(c1)O[C@@]1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3[C@@H]2[C@H]1O)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C4,0
CC(C)C(=O)C(O)Cc1c[nH]c2ccccc12,0
O=C(/C=C\c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](OC(=O)/C=C\c2ccc(O)cc2)[C@@H]1O,0
CCCCC[C@H]1CCCCCCCCCC(=O)O[C@H]2[C@H](O[C@H]3[C@H](O1)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@@H](C)[C@H](O[C@@H]1O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]1OC(=O)[C@@H](C)CC)[C@H]2O,0
O=C1O/C(=C\c2cc(Br)c(O)c(Br)c2)C(c2ccc(O)c(Br)c2)=C1C(=O)c1cc(Br)c(O)c(Br)c1,1
CS(=O)CCCN1CC=C(CC[C@H]2/C(=C/OS(=O)(=O)[O-])CC[C@H]3[C@]2(C)CC[C@H]2C(C)(C)CCC[C@]32C)C1=O.[Na+],0
COC(=O)C[C@H]1C(C)(C)[C@H](O)[C@@H]2C=C3[C@H]([C@H](OC(C)=O)C[C@]4(C)[C@H]3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O,0
CC1=C[C@H]2[C@H](C(C)C)CC[C@@](C)(O)[C@H]2C[C@@H]1O,0
COc1cc(O)c2c(c1)O[C@H](c1ccc(OC)c(O)c1)CC2=O,0
CC(C)[C@@H]1N=C(O)CN=C(O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)N=C(O)CN=C(O)[C@H]([C@@H](O)c2ccc(O)cc2)N=C(O)CN=C1O,1
CC(C)=C/C=C/C1(C)CCNC(=N)N1,1
CCCCCC=CC1=C(CO)[C@H]2OC(C)(C)[C@H](O)C[C@@]2(O)[C@@H](O)[C@@H]1O,0
C/C1=C\C[C@]2(C)C(=O)C(O)=C([C@H](C)CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2C/C=C(\C)[C@@H](O)CC/C(C)=C/CC1,0
CC[C@@H]1Oc2ccn(OC)c(=O)c2[C@@H]2[C@@H](C)C[C@@H](C)[C@H](O)[C@@]12C,0
COC(=O)[C@]1(C)CCC[C@]2(C)c3ccc(C(C)C)cc3C(=O)C[C@@H]12,0
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,0
CC(C)=C1N=C(O)C2=C1O[C@@H](C[C@H](C)O)CC2=O,0
CCC[C@H]1Cc2oc(=O)cc(OC)c2[C@H](O)O1,0
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0
O=C(O)c1cccnc1,0
C[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@](O)(CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@]2(O)[C@H]1C,0
COc1c(O)cc(C(=O)O)cc1Br,0
OC[C@H]1O[C@@H](n2cnc3c[nH]c(=NCc4cc(O)c(O)c(Br)c4Br)nc32)[C@H](O)[C@@H]1O,0
C=CC1=C(C)C(=O)C=C2[C@]1(O)CC[C@H](C(=C)C)[C@@]2(C)CCC(=O)OC,0
C/C(=C\CC[C@@H](C)[C@H]1C[C@@H](O)[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O,0
C[C@H]1CC[C@]2(C)C(C(=O)[O-])=CCC[C@H]2[C@]1(C)CCc1ccoc1,0
CC(C)C1=C(O)C(=O)C2=C(C1=O)[C@H](O)C[C@H]1C(C)(C)CCC[C@]21C,1
CC1(C)[C@H](OC(=O)/C=C/c2ccc(O)cc2)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0
COc1c(Br)cc([C@H](O)C2=C(c3ccc(O)c(Br)c3)/C(=C/c3ccc(O)c(Br)c3)OC2=O)cc1Br,1
CC[C@H](C)[C@@H]1N=C(O)[C@H](Cc2ccccc2)N=C(O)[C@@H]2CCCN2C(=O)[C@@H]([C@H](C)O)N=C(O)[C@@H]2CCCN2C(=O)[C@H](CO)N=C(O)[C@H](C)N=C1O,0
O=c1oc(-c2ccc(O)cc2)cc(Cc2ccc(O)cc2)c1Cc1ccc(O)cc1O,0
O=C1[C@@H](Cc2c[nH]c3ccccc23)N=C(O)[C@@H](Cc2ccccc2)N=C(O)[C@H]2CCCN12,1
CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OC[C@H]2/C=C/CCC(=O)[C@H](C)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@@]4(OC(=O)O[C@H]4C)[C@H]3O)[C@@H](C)/C=C/C(=O)O[C@@H]2C)[C@@H]1OC,0
Cc1cc(O)nc2c1C(=O)c1c(C)cc(=O)n(C)c1C2=O,1
C[C@]1(c2ccc(C(=O)O)cc2O)CCC(=O)O1,0
CN1C(=O)[C@@]2(Cc3cn([C@@]45C[C@]67SS[C@](CO)(C(=O)N6[C@@H]4Nc4ccccc45)N(C)C7=O)c4ccccc34)SS[C@]1(CO)C(=O)N2C,0
C[C@H]1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@@]12CC[C@](C)(CC(=O)O)O2,0
CC(C)[C@@H](C)/C=C/[C@@H](C)C1CCC2C3=C[C@@H](O)[C@@]4(O)C[C@@H](O)C[C@@H](C)C4C3CC[C@@]21C,0
COC1=C(C)C(=O)O/C1=C1\O[C@@]23O[C@H]4C[C@@H]([C@H]2[C@@H]1C)N1CC[C@H]3[C@@]41C,0
CC(C)=CCC/C(C)=C/COc1cccc2nc3c(O)cccc3nc12,0
CC(=O)O[C@H]1[C@@H]2C(=O)c3c(C)cc(O)c4c3[C@@]1(COC4=O)C1=C2c2c(C)cc(O)c3c2[C@@](O)(COC3=O)C1=O,0
C=C(COC(=O)CCCCCCC/C=C\CCCCCCCC)[C@H]1Cc2cc(C(C)=O)ccc2O1,0
CC(=O)O[C@@H]1OC=C2[C@@H](OC(C)=O)C[C@@H]3[C@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)CCC[C@@]34CO)[C@H]21,0
CO[C@@H]1C[C@H]2[C@]3(C)CC[C@H]4C(C)(C)CCC[C@]4(C)[C@H]3C[C@@H](OC(C)=O)[C@]2(C)C2=C1[C@H](O)OC2=O,0
CCCCC[C@H]1CCCCCCCCCC(=O)O[C@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O1)O[C@H](C)[C@H](O)[C@@H]3O)O[C@@H](C)[C@@H]2O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)[C@@H](C)CC)[C@@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1OC(=O)[C@@H](C)CC,0
C=C1CC[C@H]2[C@](C)(CO)CCC[C@]2(C)[C@H]1C[C@]12O[C@H]1[C@@H](O)C(CO)=C(Cl)C2=O,0
CC[C@H](C)[C@H](N)C(O)=N[C@@H](Cc1ccccc1)C(O)=NCC(O)=N[C@@H](C)C(O)=N[C@H](C(O)=N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](C)C(O)=N[C@@H](CC(C)C)C(O)=NCC(O)=N[C@@H](C)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCCCN)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=N[C@@H](CCCCN)C(=O)O)[C@@H](C)CC)[C@@H](C)CC,0
CC(C)=CC[C@H]1C[C@@]2(CC=C(C)C)C(=O)[C@](C(=O)c3ccccc3)(C(=O)C3=C2O[C@H](C(C)(C)O)C3)C1(C)C,1
C#CC#CC#CC#C/C=C/C(O)CCCCC(=O)O,1
CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)c2c(O)cc(CO)cc21,0
COc1c(C(C)C)ccc2c1CC[C@H]1C3=C(CC[C@]21C)C(=O)OC3,0
C=C(C)C(=O)/C(=C\C(=O)O)OC,0
Cc1coc2c(O)c3c(c(C)c12)[C@@H](C)CCC3,0
COC(=O)C[C@@H]1C[C@H]2[C@H](C=CC23Oc2cccc4cccc(c24)O3)O1,0
C[C@H](CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O)CC(=O)O,0
CC(=O)O[C@@H]1[C@@H]2CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C[C@](O)(CO)[C@@H]1O,0
COc1c(C)c(O)c(C)c(O)c1C(=O)/C=C/c1ccccc1,0
COc1c(C(=O)/C=C(\O)c2ccccc2)ccc2occc12,1
CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@@H]4C(C)=CC(=O)[C@]4(O)/C(C=O)=C\C[C@H]32)O1,0
C=C1C(=O)OC[C@H]1[C@@H](O)/C=C(\C)CC(=O)C=C(C)C,0
C=C1CCC[C@@]23C4=C(C[C@]2(C)[C@@H](C)CC[C@@]13C)C(=O)C(OC)=CC4=O,0
CO/C(C)=C1/N=C(O)[C@H]([C@@H](C)O)N=C(O)c2csc(n2)-c2cc(O)c(-c3nc(C(=N)O)cs3)nc2-c2csc(n2)[C@@H]2COC(=O)c3[nH]c4cccc5c4c3CO[C@H]([C@H](O[C@H]3C[C@](C)(O)[C@H](N(C)C)[C@H](C)O3)C(=O)OC5)[C@H](N=C(O)c3csc1n3)c1nc(cs1)C(O)=N2,1
COc1c(Br)cc([C@H](O)C2=C(c3cc(Br)c(O)c(Br)c3)/C(=C/c3ccc(O)c(Br)c3)OC2=O)cc1Br,1
COc1cc(OC)c2c(c1CC=C(C)C)O[C@H](c1c(CC=C(C)C)cc(OC)c(OC)c1CC=C(C)C)[C@@H](O)C2=O,0
C=C/C(C)=C/[C@@]1(C)SC(=O)C(CCCCc2ccc(-c3ccccc3)cc2)=C1O,0
COC1C=C(CCC/C(C)=C\CC/C(C)=C\CC[C@@H](C)/C=C2\OC(=O)C(C)=C2O)C(OC)O1,0
CC=CC=CC(O)=C1C(=O)[C@]2(C)C(=O)[C@](C)(O)[C@H]1C[C@H]2c1ccccc1,0
CC1=CC(=O)OC1C/C=C(\C)CC[C@@H]1[C@@]2(C)CCC[C@@](C)(CO)[C@@H]2CC[C@@]1(C)O,0
N=c1[nH]cc([C@@H]2c3[nH]c(=N)[nH]c3C[C@H](CNC(=O)c3cc(Br)c[nH]3)[C@H]2CNC(=O)c2cc(Br)c(Br)[nH]2)[nH]1,1
C=C1N[C@H](C)C(=C)N2[C@@H]1CC1([C@@]34C[C@@H]5C(O)=N[C@H](C(C)C)C(=C)N5[C@@H]3Nc3ccccc34)c3ccccc3N[C@@H]21,0
CC(C)=CC[C@H](OC(=O)CC(C)C)C1=CC(=O)c2c(O)ccc(O)c2C1=O,1
CC(CSCC(N)C(=O)O)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](NCCCNCCCCN)CC[C@]4(C)[C@H]3CC[C@]12C,1
COC(=O)c1ccc(O)cc1,1
COc1ccc(-c2coc3cc(O)c(OC)c(OC)c3c2=O)cc1,0
CC(C)CCCCCCCCCC(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H]1C(O)=NCC(O)=N[C@@H](CCCN)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@H](C)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@H](C(=N)O)C(O)=N[C@@H](C(C)CC(=O)O)C(O)=N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,0
CC1=Cc2c(c(C)cc3c2C(C)COC3(C)C)C(=O)C1=O,0
COC(=O)[C@H](C)CC(=O)C[C@@H](C)C1=CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@H](O)CC[C@]4(C)C3=CC[C@]12C,0
CC[C@H](C)[C@@H](N=C(O)[C@@](C)(CC)N=C(O)[C@@H]1C[C@@H](O)CN1C(=O)C(C)(C)N=C(O)[C@@](C)(CC)N=C(O)C(C)(C)N=C(O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@](C)(CC)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H]1C[C@@H](O)CN1C(=O)[C@](C)(CC)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H]1C[C@@H](O)CN1C(=O)C(C)(C)N=C(C)O)C(=O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](O)CO,0
C/C=C(\C(C)C)[C@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O)CC[C@]4(O)CC3=CC[C@]12C,0
CCCCCCCCC(=O)c1cccc2c1C=C(CCCCCCC)C1(OCc3c(O)cccc31)O2,0
COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,0
CCCCCC[C@H]1CN(O)[C@H]2C=C/C(=C\C=C\C(=O)O)[C@]23O[C@H]13,0
O=C(c1cc(Br)c(O)c(Br)c1)c1nccc2c1[nH]c1cc(Br)ccc12,1
CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@H]12)c1ccco1,1
COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC,0
COC(=O)[C@@]1(C)C[C@@H]2[C@](C)(CC1=O)C[C@H](O)[C@]1(C)C3=CC=C4C(=CC(=O)C(O)=C4C)[C@]3(C)CC[C@@]21C,1
CO[C@@H]1C/C=C\C=C\C[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@H](C)[C@H](O)CC(=O)O[C@H]([C@H](C)[C@H](O)/C=C(C)/C=C/C=C/C=C/C=C/C=C/C[C@H](O)/C(C)=C/CCC(=O)O)C[C@H](O)CCC1,1
CC(=O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2O)C(C)(C)[C@@H]1CC3.[Na+],0
CCCCCCCCC[C@H](O)[C@@H](C)N,1
COn1ccc2c(c1=O)[C@@H]1[C@@H](C)C[C@@H](C)C[C@]1(C)[C@@H](C)O2,0
COc1c(O)ccc2c1C(=O)O[C@H](CCCO)C2,0
C=C1CCC[C@H]2[C@](C)(CC3=C(O)C(=O)C=C(NCC(C)C)C3=O)[C@@H](C)CC[C@]12C,0
C=C[C@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCCCOC(C)=O,0
COc1cc(O)c(C(=O)[C@@H]2[C@H](CC=C(C)C)C(C)=CC[C@H]2c2ccccc2)c(O)c1,1
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0
C[C@@H]1C=CC(=O)[C@@]2(C)CC[C@@H]3[C@H]4C(C)(C)[C@H](O)C[C@@]4(C)C[C@@]132,0
C/C1=C/[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3C(Cc4c[nH]c5ccccc45)N=C(O)[C@]32C(=O)/C=C/C(=O)[C@@H]1O,0
C=C(C(CC1OC1(C)C)OC(=O)/C(C)=C\C)[C@H]1C[C@H](OC(=O)/C(C)=C\C)[C@@](C)(O)[C@@H](OC(=O)/C(C)=C\C)[C@H]1O,0
CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)[C@@]1(CC=C(C)C)C(=O)C(C(=O)c1ccc(O)c(O)c1)=C2O,0
